2021-02-16 13:35:36.712583
{'physician-fee-freeze=n'} --> {'Class Name=democrat'} | Confidence: 0.9919028340080972 | Consequent Support: 0.6137931034482759 | Support: 0.5632183908045977 | Lift: 1.6160214711367875
{'Class Name=democrat', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y'} | Confidence: 0.9086294416243655 | Consequent Support: 0.503448275862069 | Support: 0.4114942528735632 | Lift: 1.8048119045963424
{'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.988950276243094 | Consequent Support: 0.5011494252873563 | Support: 0.4114942528735632 | Lift: 1.9733640833291097
{'physician-fee-freeze=n', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.922680412371134 | Consequent Support: 0.4942528735632184 | Support: 0.4114942528735632 | Lift: 1.8668185087508988
{'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9728260869565217 | Consequent Support: 0.4850574712643678 | Support: 0.4114942528735632 | Lift: 2.0055893261899853
{'physician-fee-freeze=n', 'el-salvador-aid=n'} --> {'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9179487179487179 | Consequent Support: 0.4666666666666667 | Support: 0.4114942528735632 | Lift: 1.967032967032967
{'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9521276595744681 | Consequent Support: 0.4827586206896552 | Support: 0.4114942528735632 | Lift: 1.9722644376899696
{'physician-fee-freeze=n', 'mx-missile=y'} --> {'Class Name=democrat'} | Confidence: 0.9944444444444445 | Consequent Support: 0.6137931034482759 | Support: 0.4114942528735632 | Lift: 1.6201622971285894
{'mx-missile=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9521276595744681 | Consequent Support: 0.5678160919540229 | Support: 0.4114942528735632 | Lift: 1.6768240158497718
{'education-spending=n', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.922680412371134 | Consequent Support: 0.5816091954022988 | Support: 0.4114942528735632 | Lift: 1.586426795974084
{'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.9728260869565217 | Consequent Support: 0.6137931034482759 | Support: 0.4114942528735632 | Lift: 1.584941377625794
{'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9470899470899472 | Consequent Support: 0.4781609195402299 | Support: 0.4114942528735632 | Lift: 1.9806929181929185
{'Class Name=democrat', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9086294416243655 | Consequent Support: 0.5494252873563218 | Support: 0.4114942528735632 | Lift: 1.653781619692883
{'anti-satellite-test-ban=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9835164835164835 | Consequent Support: 0.5563218390804597 | Support: 0.4114942528735632 | Lift: 1.7678911997093816
{'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9521276595744681 | Consequent Support: 0.5011494252873563 | Support: 0.4114942528735632 | Lift: 1.8998877610774938
{'mx-missile=y', 'aid-to-nicaraguan-contras=y'} --> {'Class Name=democrat'} | Confidence: 0.9322916666666667 | Consequent Support: 0.6137931034482759 | Support: 0.4114942528735632 | Lift: 1.5189021535580525
{'mx-missile=y', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9521276595744681 | Consequent Support: 0.5563218390804597 | Support: 0.4114942528735632 | Lift: 1.7114691401441886
{'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} --> {'el-salvador-aid=n'} | Confidence: 0.904040404040404 | Consequent Support: 0.4781609195402299 | Support: 0.4114942528735632 | Lift: 1.8906614219114217
{'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9322916666666667 | Consequent Support: 0.5816091954022988 | Support: 0.4114942528735632 | Lift: 1.6029520750988144
{'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n'} | Confidence: 0.9623655913978494 | Consequent Support: 0.5678160919540229 | Support: 0.4114942528735632 | Lift: 1.6948543816115973
{'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.988950276243094 | Consequent Support: 0.5563218390804597 | Support: 0.4114942528735632 | Lift: 1.7776585544039087
{'physician-fee-freeze=n', 'el-salvador-aid=n'} --> {'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9179487179487179 | Consequent Support: 0.4942528735632184 | Support: 0.4114942528735632 | Lift: 1.8572450805008944
{'adoption-of-the-budget-resolution=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9521276595744681 | Consequent Support: 0.4850574712643678 | Support: 0.4114942528735632 | Lift: 1.9629172128667944
{'physician-fee-freeze=n', 'anti-satellite-test-ban=y'} --> {'el-salvador-aid=n'} | Confidence: 0.9035532994923858 | Consequent Support: 0.4781609195402299 | Support: 0.4091954022988506 | Lift: 1.8896427176884032
{'physician-fee-freeze=n', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9128205128205129 | Consequent Support: 0.5494252873563218 | Support: 0.4091954022988506 | Lift: 1.661409719987126
{'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n'} | Confidence: 0.946808510638298 | Consequent Support: 0.5678160919540229 | Support: 0.4091954022988506 | Lift: 1.6674562839176503
{'physician-fee-freeze=n', 'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.99438202247191 | Consequent Support: 0.6137931034482759 | Support: 0.4068965517241379 | Lift: 1.6200605984092915
{'physician-fee-freeze=n', 'anti-satellite-test-ban=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9076923076923077 | Consequent Support: 0.4781609195402299 | Support: 0.4068965517241379 | Lift: 1.8982988165680474
{'physician-fee-freeze=n', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9123711340206184 | Consequent Support: 0.5494252873563218 | Support: 0.4068965517241379 | Lift: 1.6605918129663977
{'anti-satellite-test-ban=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9725274725274724 | Consequent Support: 0.5678160919540229 | Support: 0.4068965517241379 | Lift: 1.7127508119410952
{'physician-fee-freeze=n', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y', 'Class Name=democrat'} | Confidence: 0.9076923076923077 | Consequent Support: 0.45977011494252873 | Support: 0.4068965517241379 | Lift: 1.9742307692307692
{'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9414893617021276 | Consequent Support: 0.5632183908045977 | Support: 0.4068965517241379 | Lift: 1.6716239687364307
{'physician-fee-freeze=n', 'superfund-right-to-sue=n'} --> {'Class Name=democrat'} | Confidence: 0.9887640449438202 | Consequent Support: 0.6137931034482759 | Support: 0.4045977011494253 | Lift: 1.610907713672516
{'superfund-right-to-sue=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9832402234636871 | Consequent Support: 0.5678160919540229 | Support: 0.4045977011494253 | Lift: 1.7316173975979916
{'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} --> {'Class Name=democrat'} | Confidence: 0.9411764705882353 | Consequent Support: 0.6137931034482759 | Support: 0.4045977011494253 | Lift: 1.533377395902181
{'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9565217391304348 | Consequent Support: 0.5563218390804597 | Support: 0.4045977011494253 | Lift: 1.7193675889328064
{'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9312169312169313 | Consequent Support: 0.5816091954022988 | Support: 0.4045977011494253 | Lift: 1.6011042097998622
{'physician-fee-freeze=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} --> {'el-salvador-aid=n'} | Confidence: 0.945945945945946 | Consequent Support: 0.4781609195402299 | Support: 0.40229885057471265 | Lift: 1.978300415800416
{'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9114583333333334 | Consequent Support: 0.5494252873563218 | Support: 0.40229885057471265 | Lift: 1.6589304393305442
{'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n'} | Confidence: 0.9510869565217391 | Consequent Support: 0.5678160919540229 | Support: 0.40229885057471265 | Lift: 1.6749911987326176
{'physician-fee-freeze=n', 'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9831460674157303 | Consequent Support: 0.5563218390804597 | Support: 0.40229885057471265 | Lift: 1.7672253691150526
{'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9308510638297872 | Consequent Support: 0.4850574712643678 | Support: 0.40229885057471265 | Lift: 1.9190531410708882
{'mx-missile=y', 'aid-to-nicaraguan-contras=y'} --> {'el-salvador-aid=n'} | Confidence: 0.9114583333333334 | Consequent Support: 0.4781609195402299 | Support: 0.40229885057471265 | Lift: 1.9061748798076925
{'mx-missile=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9776536312849162 | Consequent Support: 0.5563218390804597 | Support: 0.40229885057471265 | Lift: 1.7573526016898289
{'physician-fee-freeze=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'Class Name=democrat'} | Confidence: 0.9942857142857143 | Consequent Support: 0.6137931034482759 | Support: 0.4 | Lift: 1.6199036918138043
{'physician-fee-freeze=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'el-salvador-aid=n'} | Confidence: 0.9456521739130436 | Consequent Support: 0.4781609195402299 | Support: 0.4 | Lift: 1.9776860367892979
{'Class Name=democrat', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n'} | Confidence: 0.9720670391061453 | Consequent Support: 0.5678160919540229 | Support: 0.4 | Lift: 1.7119399271707418
{'physician-fee-freeze=n', 'anti-satellite-test-ban=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9830508474576273 | Consequent Support: 0.5563218390804597 | Support: 0.4 | Lift: 1.7670542092730077
{'physician-fee-freeze=n', 'Class Name=democrat', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y'} | Confidence: 0.9109947643979058 | Consequent Support: 0.5494252873563218 | Support: 0.4 | Lift: 1.6580867050756865
{'physician-fee-freeze=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} --> {'el-salvador-aid=n', 'Class Name=democrat'} | Confidence: 0.9405405405405406 | Consequent Support: 0.45977011494252873 | Support: 0.4 | Lift: 2.045675675675676
{'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.9456521739130436 | Consequent Support: 0.5632183908045977 | Support: 0.4 | Lift: 1.6790150842945877
{'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'el-salvador-aid=n'} | Confidence: 0.9206349206349207 | Consequent Support: 0.4482758620689655 | Support: 0.4 | Lift: 2.053724053724054
{'physician-fee-freeze=n', 'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9775280898876405 | Consequent Support: 0.5011494252873563 | Support: 0.4 | Lift: 1.950572105968457
{'anti-satellite-test-ban=y', 'el-salvador-aid=n', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9560439560439561 | Consequent Support: 0.4850574712643678 | Support: 0.4 | Lift: 1.970991094213843
{'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y', 'el-salvador-aid=n'} --> {'anti-satellite-test-ban=y', 'Class Name=democrat'} | Confidence: 0.9062500000000001 | Consequent Support: 0.45977011494252873 | Support: 0.4 | Lift: 1.9710937500000003
{'anti-satellite-test-ban=y', 'el-salvador-aid=n'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9255319148936171 | Consequent Support: 0.4827586206896552 | Support: 0.4 | Lift: 1.9171732522796352
{'mx-missile=y', 'aid-to-nicaraguan-contras=y'} --> {'physician-fee-freeze=n'} | Confidence: 0.9062500000000001 | Consequent Support: 0.5678160919540229 | Support: 0.4 | Lift: 1.596027327935223
{'physician-fee-freeze=n', 'mx-missile=y'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9666666666666668 | Consequent Support: 0.5563218390804597 | Support: 0.4 | Lift: 1.7376033057851243
{'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9560439560439561 | Consequent Support: 0.5563218390804597 | Support: 0.4 | Lift: 1.7185087639633096
{'physician-fee-freeze=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9405405405405406 | Consequent Support: 0.5816091954022988 | Support: 0.4 | Lift: 1.6171349214827477
{'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} --> {'physician-fee-freeze=n'} | Confidence: 0.93048128342246 | Consequent Support: 0.5678160919540229 | Support: 0.4 | Lift: 1.6387018554201218
{'education-spending=n', 'el-salvador-aid=n'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9830508474576273 | Consequent Support: 0.5563218390804597 | Support: 0.4 | Lift: 1.7670542092730077
{'religious-groups-in-schools=y', 'mx-missile=n'} --> {'el-salvador-aid=y'} | Confidence: 0.9255319148936171 | Consequent Support: 0.48735632183908045 | Support: 0.4 | Lift: 1.8990867121637898
{'el-salvador-aid=y', 'mx-missile=n'} --> {'religious-groups-in-schools=y'} | Confidence: 0.9456521739130436 | Consequent Support: 0.6252873563218391 | Support: 0.4 | Lift: 1.5123481457800514
{'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} --> {'Class Name=democrat'} | Confidence: 1.0 | Consequent Support: 0.6137931034482759 | Support: 0.4 | Lift: 1.6292134831460674
{'physician-fee-freeze=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'adoption-of-the-budget-resolution=y'} | Confidence: 0.9456521739130436 | Consequent Support: 0.5816091954022988 | Support: 0.4 | Lift: 1.6259236982299365
{'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n'} | Confidence: 0.9886363636363638 | Consequent Support: 0.5678160919540229 | Support: 0.4 | Lift: 1.7411207213838797
{'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'Class Name=democrat'} --> {'aid-to-nicaraguan-contras=y'} | Confidence: 0.9560439560439561 | Consequent Support: 0.5563218390804597 | Support: 0.4 | Lift: 1.7185087639633096
{'physician-fee-freeze=n', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} --> {'adoption-of-the-budget-resolution=y', 'Class Name=democrat'} | Confidence: 0.9405405405405406 | Consequent Support: 0.5310344827586206 | Support: 0.4 | Lift: 1.7711477711477714
{'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y'} --> {'physician-fee-freeze=n', 'Class Name=democrat'} | Confidence: 0.93048128342246 | Consequent Support: 0.5632183908045977 | Support: 0.4 | Lift: 1.6520790134235515
{'anti-satellite-test-ban=y', 'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y'} | Confidence: 0.9206349206349207 | Consequent Support: 0.503448275862069 | Support: 0.4 | Lift: 1.8286584040008698
{'physician-fee-freeze=n', 'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y'} --> {'aid-to-nicaraguan-contras=y', 'Class Name=democrat'} | Confidence: 0.9560439560439561 | Consequent Support: 0.5011494252873563 | Support: 0.4 | Lift: 1.9077023893537657
{'adoption-of-the-budget-resolution=y', 'anti-satellite-test-ban=y', 'Class Name=democrat'} --> {'physician-fee-freeze=n', 'aid-to-nicaraguan-contras=y'} | Confidence: 0.9456521739130436 | Consequent Support: 0.4850574712643678 | Support: 0.4 | Lift: 1.9495672779723883
{'education-spending=n', 'adoption-of-the-budget-resolution=y', 'aid-to-nicaraguan-contras=y'} --> {'Class Name=democrat'} | Confidence: 0.9664804469273742 | Consequent Support: 0.6137931034482759 | Support: 0.39770114942528734 | Lift: 1.5746029753311153
